tag_a,tag_b,n_a,n_b,n_both,reach,demand_both,max_ccu,best_game,avg_rating,best_url
ocean,restaurant,40,54,1,93,2374,2374,📖🍣 Conveyor Sushi Restaurant,96.0,https://www.roblox.com/games/11848247239
ocean,sushi,40,19,1,58,2374,2374,📖🍣 Conveyor Sushi Restaurant,96.0,https://www.roblox.com/games/11848247239
build,craft,372,55,12,415,2825,2359,🔨 Voxel Block Builder [🐶PETS],78.3,https://www.roblox.com/games/113457460682474
craft,genre:Sandbox,55,69,9,115,4768,2359,🔨 Voxel Block Builder [🐶PETS],76.8,https://www.roblox.com/games/113457460682474
craft,pet,55,222,11,266,3285,2359,🔨 Voxel Block Builder [🐶PETS],89.2,https://www.roblox.com/games/113457460682474
genre:Sandbox,pet,69,222,3,288,2778,2359,🔨 Voxel Block Builder [🐶PETS],76.7,https://www.roblox.com/games/113457460682474
genre:Sandbox,run,69,222,2,289,2406,2359,🔨 Voxel Block Builder [🐶PETS],82.3,https://www.roblox.com/games/113457460682474
collect,genre:Scavenger Hunt,402,38,12,428,6419,2358,✨Collect The Body,87.0,https://www.roblox.com/games/9731376817
dig,genre:Battlegrounds & Fighting,42,131,1,172,2346,2346,Underground War 2.0 ⚔️ [NUKE],87.4,https://www.roblox.com/games/9791603388
city,tycoon,85,137,6,216,3684,2341,🏙️ Mini City Tycoon,79.9,https://www.roblox.com/games/112413741511713
fight,monster,223,77,12,288,6036,2331,[UPD7] +1 DMG Per Revive[💀],92.5,https://www.roblox.com/games/110806816173057
genre:Vehicle Sim,tag,100,190,3,287,4132,2313,Carros Rebaixados BR (Pre-Alpha),87.0,https://www.roblox.com/games/3242417672
anime,speed,77,176,2,251,2288,2287,[⛩️ UPD 4.7 + INF x2 🍀] Anime Card Battle X,97.0,https://www.roblox.com/games/130253630950453
battle,speed,139,176,5,310,3562,2287,[⛩️ UPD 4.7 + INF x2 🍀] Anime Card Battle X,85.8,https://www.roblox.com/games/130253630950453
speed,tower,176,172,7,341,2562,2287,[⛩️ UPD 4.7 + INF x2 🍀] Anime Card Battle X,88.1,https://www.roblox.com/games/130253630950453
grow,rng,202,54,4,252,3845,2262,Tree RNG ,96.3,https://www.roblox.com/games/85048226835181
grow,roll,202,98,8,292,2706,2262,Tree RNG ,75.5,https://www.roblox.com/games/85048226835181
dragon,eat,54,90,3,141,2569,2260,Fly Fly?,85.3,https://www.roblox.com/games/110879202731218
dragon,fly,54,72,8,118,2622,2260,Fly Fly?,79.8,https://www.roblox.com/games/110879202731218
dragon,food,54,93,1,146,2260,2260,Fly Fly?,80.4,https://www.roblox.com/games/110879202731218
dragon,genre:Incremental Simulator,54,512,12,554,4984,2260,Fly Fly?,87.5,https://www.roblox.com/games/110879202731218
dragon,grow,54,202,5,251,2282,2260,Fly Fly?,92.0,https://www.roblox.com/games/110879202731218
eat,fly,90,72,2,160,2503,2260,Fly Fly?,82.5,https://www.roblox.com/games/110879202731218
fly,food,72,93,2,163,3814,2260,Fly Fly?,80.3,https://www.roblox.com/games/110879202731218
food,grow,93,202,16,279,4553,2260,Fly Fly?,82.0,https://www.roblox.com/games/110879202731218
city,simulator,85,229,15,299,5860,2256,[👮] Dispatch: Police Simulator,67.4,https://www.roblox.com/games/98100179608264
genre:Sandbox,jump,69,151,1,219,2247,2247,Build Anything With Friends! [🔨],69.5,https://www.roblox.com/games/132508658887786
clicker,speed,33,176,5,204,3788,2233,Speed Clicker ⚡,92.7,https://www.roblox.com/games/140374914197602
boat,genre:Exploration,31,34,4,61,3310,2219,bote ried,85.0,https://www.roblox.com/games/71457452830106
genre:Tycoon,simulator,451,229,13,667,4210,2195,Carpet Cleaning Simulator [PETS!],80.3,https://www.roblox.com/games/124374448373637
brainrot,genre:Scavenger Hunt,131,38,3,166,2823,2176,Collect A Meme [🔍130],85.7,https://www.roblox.com/games/106832050389015
brainrot,obby,131,229,5,355,4965,2176,Collect A Meme [🔍130],87.6,https://www.roblox.com/games/106832050389015
genre:Scavenger Hunt,obby,38,229,2,265,2180,2176,Collect A Meme [🔍130],85.3,https://www.roblox.com/games/106832050389015
genre:Battlegrounds & Fighting,parkour,131,45,4,172,2491,2134,untitled tag game,89.1,https://www.roblox.com/games/14044547200
genre:Battlegrounds & Fighting,roll,131,98,5,224,4810,2134,untitled tag game,69.7,https://www.roblox.com/games/14044547200
escape,food,226,93,7,312,3802,2134,[OP] Prison Pump,70.2,https://www.roblox.com/games/80279663815725
fight,food,223,93,7,309,4227,2134,[OP] Prison Pump,84.8,https://www.roblox.com/games/80279663815725
fight,prison,223,63,1,285,2134,2134,[OP] Prison Pump,96.0,https://www.roblox.com/games/80279663815725
food,prison,93,63,1,155,2134,2134,[OP] Prison Pump,96.0,https://www.roblox.com/games/80279663815725
genre:Incremental Simulator,prison,512,63,5,570,2761,2134,[OP] Prison Pump,91.3,https://www.roblox.com/games/80279663815725
genre:Incremental Simulator,survive,512,243,6,749,2444,2134,[OP] Prison Pump,92.2,https://www.roblox.com/games/80279663815725
fly,genre:Animal Sim,72,54,3,123,2189,2115,Isles of Ravos 🐲,94.2,https://www.roblox.com/games/108439047160668
race,tower,92,172,5,259,3148,2109,Math Tower Race,80.2,https://www.roblox.com/games/17571821642
genre:Action RPG,grow,36,202,2,236,2104,2098,[PAW FRUIT 🐾] One Piece: Final,85.5,https://www.roblox.com/games/124735137058039
sell,simulator,96,229,9,316,4981,2088,Makeup Store Simulator,85.7,https://www.roblox.com/games/98303142742576
car,upgrade,105,357,10,452,6038,2065,Drive World 🏎️ Drifting & Racing,87.4,https://www.roblox.com/games/10704789056
drive,upgrade,76,357,5,428,3729,2065,Drive World 🏎️ Drifting & Racing,87.6,https://www.roblox.com/games/10704789056
genre:Vehicle Sim,upgrade,100,357,3,454,3613,2065,Drive World 🏎️ Drifting & Racing,83.7,https://www.roblox.com/games/10704789056
baby,build,44,372,4,412,2078,2040,Club Roblox RP 💗,82.6,https://www.roblox.com/games/3457390032
baby,genre:Life,44,72,7,109,3380,2040,Club Roblox RP 💗,72.2,https://www.roblox.com/games/3457390032
baby,grow,44,202,9,237,3550,2040,Club Roblox RP 💗,89.2,https://www.roblox.com/games/3457390032
baby,pet,44,222,6,260,2320,2040,Club Roblox RP 💗,85.1,https://www.roblox.com/games/3457390032
genre:Life,grow,72,202,3,271,2898,2040,Club Roblox RP 💗,88.1,https://www.roblox.com/games/3457390032
battle,city,139,85,3,221,2140,2022,Riot City 🚨 Prison Escape,94.5,https://www.roblox.com/games/113745337705295
battle,escape,139,226,2,363,2078,2022,Riot City 🚨 Prison Escape,78.9,https://www.roblox.com/games/113745337705295
battle,jump,139,151,4,286,4489,2022,Riot City 🚨 Prison Escape,81.0,https://www.roblox.com/games/113745337705295
battle,prison,139,63,1,201,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
car,collect,105,402,10,497,7896,2022,Riot City 🚨 Prison Escape,86.8,https://www.roblox.com/games/113745337705295
car,escape,105,226,2,329,3341,2022,Riot City 🚨 Prison Escape,82.8,https://www.roblox.com/games/113745337705295
car,genre:Open World Action,105,18,2,121,2137,2022,Riot City 🚨 Prison Escape,93.8,https://www.roblox.com/games/113745337705295
car,jump,105,151,2,254,2640,2022,Riot City 🚨 Prison Escape,94.8,https://www.roblox.com/games/113745337705295
car,prison,105,63,1,167,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
city,collect,85,402,6,481,3004,2022,Riot City 🚨 Prison Escape,74.9,https://www.roblox.com/games/113745337705295
city,jump,85,151,1,235,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
city,prison,85,63,1,147,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
city,rob,85,28,2,111,2137,2022,Riot City 🚨 Prison Escape,93.8,https://www.roblox.com/games/113745337705295
collect,genre:Open World Action,402,18,1,419,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
collect,prison,402,63,3,462,2098,2022,Riot City 🚨 Prison Escape,82.3,https://www.roblox.com/games/113745337705295
collect,rob,402,28,3,427,2934,2022,Riot City 🚨 Prison Escape,97.8,https://www.roblox.com/games/113745337705295
escape,rob,226,28,7,247,2972,2022,Riot City 🚨 Prison Escape,64.1,https://www.roblox.com/games/113745337705295
genre:Open World Action,jump,18,151,1,168,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
genre:Open World Action,rob,18,28,2,44,2137,2022,Riot City 🚨 Prison Escape,93.8,https://www.roblox.com/games/113745337705295
jump,prison,151,63,9,205,3047,2022,Riot City 🚨 Prison Escape,75.0,https://www.roblox.com/games/113745337705295
jump,rob,151,28,1,178,2022,2022,Riot City 🚨 Prison Escape,97.6,https://www.roblox.com/games/113745337705295
prison,rob,63,28,2,89,2166,2022,Riot City 🚨 Prison Escape,69.7,https://www.roblox.com/games/113745337705295
animal,grow,67,202,10,259,4029,2008,[🌽] Farming and Friends,90.7,https://www.roblox.com/games/2772610559
animal,sell,67,96,5,158,2572,2008,[🌽] Farming and Friends,91.6,https://www.roblox.com/games/2772610559
fight,genre:Open World Action,223,18,2,239,2202,1997,Bad Students,81.2,https://www.roblox.com/games/15209696999
craft,giant,55,70,1,124,1971,1971,Craft a Menu,98.8,https://www.roblox.com/games/119569506060933
craft,grow,55,202,6,251,2149,1971,Craft a Menu,85.4,https://www.roblox.com/games/119569506060933
craft,restaurant,55,54,2,107,1996,1971,Craft a Menu,89.0,https://www.roblox.com/games/119569506060933
giant,grow,70,202,7,265,2452,1971,Craft a Menu,73.5,https://www.roblox.com/games/119569506060933
giant,restaurant,70,54,1,123,1971,1971,Craft a Menu,98.8,https://www.roblox.com/games/119569506060933
grow,restaurant,202,54,4,252,2027,1971,Craft a Menu,86.4,https://www.roblox.com/games/119569506060933
fight,sell,223,96,3,316,3345,1959,[🔱] Saber Simulator,90.0,https://www.roblox.com/games/3823781113
sell,train,96,185,2,279,1960,1959,[🔱] Saber Simulator,77.7,https://www.roblox.com/games/3823781113
fuse,genre:Morph Roleplay,17,59,1,75,1951,1951,[💗SPINELS] Stevos Gems Eras Roleplay,88.6,https://www.roblox.com/games/3631820248
baby,kick,44,31,1,74,1927,1927,Kick The Baby [2 Player Obby],96.1,https://www.roblox.com/games/116623319969839
baby,obby,44,229,7,266,3617,1927,Kick The Baby [2 Player Obby],72.8,https://www.roblox.com/games/116623319969839
kick,obby,31,229,1,259,1927,1927,Kick The Baby [2 Player Obby],96.1,https://www.roblox.com/games/116623319969839
genre:Childhood Game,jump,32,151,4,179,2718,1918,Baboon Tag X,83.0,https://www.roblox.com/games/73908022013371
collect,genre:Vehicle Sim,402,100,4,498,2541,1863,[TRAFFIC]Car Zone 🏎️ Racing & Drifting,89.1,https://www.roblox.com/games/80200604311136
battle,genre:Exploration,139,34,1,172,1838,1838,[Capricorn] Pet Capture Adventur,84.8,https://www.roblox.com/games/101410388086820
battle,trade,139,65,1,203,1838,1838,[Capricorn] Pet Capture Adventur,84.8,https://www.roblox.com/games/101410388086820
genre:Exploration,pet,34,222,1,255,1838,1838,[Capricorn] Pet Capture Adventur,84.8,https://www.roblox.com/games/101410388086820
genre:Exploration,trade,34,65,1,98,1838,1838,[Capricorn] Pet Capture Adventur,84.8,https://www.roblox.com/games/101410388086820
brainrot,fruit,131,56,2,185,1832,1822,[X20] Horse Race 🐎 [WEEKEND],87.3,https://www.roblox.com/games/93787311916283
brainrot,trade,131,65,6,190,2901,1822,[X20] Horse Race 🐎 [WEEKEND],83.9,https://www.roblox.com/games/93787311916283
fruit,race,56,92,1,147,1822,1822,[X20] Horse Race 🐎 [WEEKEND],97.6,https://www.roblox.com/games/93787311916283
fruit,trade,56,65,2,119,2065,1822,[X20] Horse Race 🐎 [WEEKEND],91.1,https://www.roblox.com/games/93787311916283
fruit,upgrade,56,357,9,404,2551,1822,[X20] Horse Race 🐎 [WEEKEND],90.3,https://www.roblox.com/games/93787311916283
genre:Incremental Simulator,trade,512,65,15,562,4739,1822,[X20] Horse Race 🐎 [WEEKEND],91.1,https://www.roblox.com/games/93787311916283
race,trade,92,65,2,155,2080,1822,[X20] Horse Race 🐎 [WEEKEND],96.2,https://www.roblox.com/games/93787311916283
trade,upgrade,65,357,9,413,3594,1822,[X20] Horse Race 🐎 [WEEKEND],94.2,https://www.roblox.com/games/93787311916283
build,obby,372,229,4,597,4496,1821,Create a Cart Ride!,86.8,https://www.roblox.com/games/11727501024
genre:Sandbox,obby,69,229,3,295,3968,1821,Create a Cart Ride!,82.3,https://www.roblox.com/games/11727501024
genre:Sandbox,tag,69,190,8,251,3796,1821,Create a Cart Ride!,69.8,https://www.roblox.com/games/11727501024
cat,speed,56,176,1,231,1815,1815,A Lion's Pride Beta - Lion RP 🦁,92.1,https://www.roblox.com/games/9922455303
genre:Animal Sim,speed,54,176,1,229,1815,1815,A Lion's Pride Beta - Lion RP 🦁,92.1,https://www.roblox.com/games/9922455303
burger,run,27,222,3,246,2210,1810,Burgerz🍔,88.3,https://www.roblox.com/games/99817148924004
burger,serve,27,45,7,65,5267,1810,Burgerz🍔,88.6,https://www.roblox.com/games/99817148924004
burger,survive,27,243,4,266,3129,1810,Burgerz🍔,69.0,https://www.roblox.com/games/99817148924004
burger,upgrade,27,357,4,380,2425,1810,Burgerz🍔,94.1,https://www.roblox.com/games/99817148924004
serve,survive,45,243,3,285,3405,1810,Burgerz🍔,83.9,https://www.roblox.com/games/99817148924004
blox,genre:Sports,19,16,1,34,1801,1801,Realistic Golf ⛳,72.8,https://www.roblox.com/games/84956402848349
collect,genre:Runner,402,13,1,414,1800,1800,[🚂] Cart Ride,59.7,https://www.roblox.com/games/11364087119
genre:Runner,train,13,185,3,195,2210,1800,[🚂] Cart Ride,69.6,https://www.roblox.com/games/11364087119
genre:Classic Obby,jump,59,151,19,191,4181,1795,Easy Obby,67.0,https://www.roblox.com/games/5972698540
genre:Classic Obby,run,59,222,16,265,4522,1795,Easy Obby,66.5,https://www.roblox.com/games/5972698540
battle,rng,139,54,5,188,2222,1772,🍀RNG Battles,70.8,https://www.roblox.com/games/100490989733123
genre:Battlegrounds & Fighting,rng,131,54,2,183,1796,1772,🍀RNG Battles,65.0,https://www.roblox.com/games/100490989733123
hide,horror,69,57,3,123,1797,1769,Escape the Beaver 🔪 [HORROR],74.8,https://www.roblox.com/games/100259879788664
genre:Incremental Simulator,steal,512,94,13,593,3296,1756,Train to Fight,84.6,https://www.roblox.com/games/129163919591388
grow,train,202,185,5,382,3786,1756,Train to Fight,91.1,https://www.roblox.com/games/129163919591388
speed,steal,176,94,6,264,3093,1756,Train to Fight,92.0,https://www.roblox.com/games/129163919591388
steal,train,94,185,3,276,1811,1756,Train to Fight,89.8,https://www.roblox.com/games/129163919591388
collect,steal,402,94,20,476,6698,1716,Be a Brainrot,87.1,https://www.roblox.com/games/105626692504093
baby,genre:Tower Obby,44,95,2,137,1716,1710,Would You Rather: Baby Outfit Tower 👶,75.4,https://www.roblox.com/games/135307462721056
baby,tower,44,172,2,214,1716,1710,Would You Rather: Baby Outfit Tower 👶,75.4,https://www.roblox.com/games/135307462721056
car,evolve,105,56,3,158,1929,1695,Unbox Your Car,95.7,https://www.roblox.com/games/138064211947107
car,unbox,105,29,2,132,1780,1695,Unbox Your Car,95.6,https://www.roblox.com/games/138064211947107
collect,unbox,402,29,12,419,3111,1695,Unbox Your Car,87.2,https://www.roblox.com/games/138064211947107
evolve,genre:Tycoon,56,451,16,491,3967,1695,Unbox Your Car,92.0,https://www.roblox.com/games/138064211947107
evolve,unbox,56,29,5,80,2877,1695,Unbox Your Car,95.7,https://www.roblox.com/games/138064211947107
anime,rebirth,77,170,2,245,1768,1694,Roll an Anime [🎲],94.2,https://www.roblox.com/games/93999763241813
anime,spin,77,46,3,120,3601,1694,Roll an Anime [🎲],97.9,https://www.roblox.com/games/93999763241813
fly,tag,72,190,6,256,2361,1680,[UPDATE!] Flight World ✈️,76.1,https://www.roblox.com/games/18700851435
simulator,tag,229,190,21,398,7112,1680,[UPDATE!] Flight World ✈️,81.0,https://www.roblox.com/games/18700851435
grow,rebirth,202,170,26,346,5315,1674,[UPDATE] +1 Looks Per Click,86.8,https://www.roblox.com/games/102355196524321
fight,genre:PvE Shooter,223,13,8,228,5709,1655,Protect The House From Monsters,80.2,https://www.roblox.com/games/115286378269814
genre:PvE Shooter,monster,13,77,1,89,1655,1655,Protect The House From Monsters,91.9,https://www.roblox.com/games/115286378269814
genre:PvE Shooter,survive,13,243,6,250,4501,1655,Protect The House From Monsters,83.3,https://www.roblox.com/games/115286378269814
dog,kick,30,31,1,60,1651,1651,Dog Pound,62.3,https://www.roblox.com/games/128327213958173
genre:Animal Sim,kick,54,31,1,84,1651,1651,Dog Pound,62.3,https://www.roblox.com/games/128327213958173
battle,cat,139,56,3,192,1737,1651,[Rabbids] Miraculous™ RP: Ladybug & Cat Noir,85.8,https://www.roblox.com/games/6377740507
battle,genre:Morph Roleplay,139,59,6,192,2417,1651,[Rabbids] Miraculous™ RP: Ladybug & Cat Noir,76.4,https://www.roblox.com/games/6377740507
genre:Classic Obby,pet,59,222,1,280,1619,1619,oMega Obby 🌟 725 Stages! ,75.0,https://www.roblox.com/games/8003084678
obby,pet,229,222,3,448,2818,1619,oMega Obby 🌟 725 Stages! ,82.3,https://www.roblox.com/games/8003084678
clicker,hatch,33,108,6,135,1608,1586,[⚡NEW] Clicker Simulator!,86.9,https://www.roblox.com/games/138408007583179
clicker,rebirth,33,170,6,197,1674,1586,[⚡NEW] Clicker Simulator!,86.3,https://www.roblox.com/games/138408007583179
clicker,simulator,33,229,4,258,1588,1586,[⚡NEW] Clicker Simulator!,89.9,https://www.roblox.com/games/138408007583179
rebirth,simulator,170,229,21,378,6235,1586,[⚡NEW] Clicker Simulator!,88.3,https://www.roblox.com/games/138408007583179
animal,gacha,67,28,2,93,1579,1579,[X20] Animal Training ⭐️ [WEEKEND],95.4,https://www.roblox.com/games/78320694285708
animal,train,67,185,6,246,2031,1579,[X20] Animal Training ⭐️ [WEEKEND],91.9,https://www.roblox.com/games/78320694285708
build,gacha,372,28,2,398,1579,1579,[X20] Animal Training ⭐️ [WEEKEND],71.3,https://www.roblox.com/games/78320694285708
gacha,genre:Incremental Simulator,28,512,2,538,1628,1579,[X20] Animal Training ⭐️ [WEEKEND],95.0,https://www.roblox.com/games/78320694285708
gacha,grow,28,202,1,229,1579,1579,[X20] Animal Training ⭐️ [WEEKEND],97.2,https://www.roblox.com/games/78320694285708
gacha,train,28,185,2,211,1579,1579,[X20] Animal Training ⭐️ [WEEKEND],95.4,https://www.roblox.com/games/78320694285708
gacha,upgrade,28,357,3,382,1579,1579,[X20] Animal Training ⭐️ [WEEKEND],91.5,https://www.roblox.com/games/78320694285708
build,burger,372,27,5,394,2040,1571,Generic Cooking Game [BETA],93.2,https://www.roblox.com/games/13118814103
burger,cook,27,52,10,69,3205,1571,Generic Cooking Game [BETA],88.6,https://www.roblox.com/games/13118814103
fish,simulator,65,229,4,290,2692,1566,Ice Fishing Simulator 🐟,82.8,https://www.roblox.com/games/14350413280
food,run,93,222,6,309,2435,1554,Hungry Pig,85.8,https://www.roblox.com/games/18183902003
genre:Incremental Simulator,hoard,512,12,1,523,1552,1552,Untitled Melee RNG [KILLS OFFLINE!],96.7,https://www.roblox.com/games/99248392277037
genre:Incremental Simulator,zombie,512,73,2,583,1562,1552,Untitled Melee RNG [KILLS OFFLINE!],91.8,https://www.roblox.com/games/99248392277037
hoard,rng,12,54,1,65,1552,1552,Untitled Melee RNG [KILLS OFFLINE!],96.7,https://www.roblox.com/games/99248392277037
hoard,roll,12,98,2,108,1552,1552,Untitled Melee RNG [KILLS OFFLINE!],65.0,https://www.roblox.com/games/99248392277037
